employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,awards_won_flag,training_score_bucket,education_encoded,tenure_ratio
50491,Sales & Marketing,region_12,Bachelor's,m,other,1,31,1.0,5,0,46,0,0,medium,1,0.13513513513513514
48383,Procurement,region_22,Bachelor's,f,sourcing,1,29,3.0,2,0,69,0,0,high,1,0.05405405405405406
27730,Sales & Marketing,region_2,Master's & above,m,other,1,54,2.0,10,0,50,0,0,medium,2,0.2702702702702703
22667,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,4.0,2,0,48,0,0,medium,1,0.05405405405405406
3673,Sales & Marketing,region_28,Bachelor's,m,other,1,33,5.0,6,0,52,0,0,medium,1,0.16216216216216217
42689,Technology,region_22,Bachelor's,m,other,3,25,3.0,3,0,77,0,0,high,1,0.08108108108108109
30089,Finance,region_22,Master's & above,m,other,1,33,4.0,8,0,58,0,0,medium,2,0.21621621621621623
36926,Procurement,region_2,Master's & above,m,other,3,49,2.0,8,0,65,0,0,high,2,0.21621621621621623
28024,Operations,region_2,Bachelor's,m,other,1,25,0.0,1,0,57,0,0,medium,1,0.02702702702702703
28527,Operations,region_12,Bachelor's,m,other,1,31,5.0,5,0,66,0,0,high,1,0.13513513513513514
43121,Technology,region_25,Bachelor's,f,sourcing,1,30,3.0,5,0,76,0,0,high,1,0.13513513513513514
33964,HR,region_27,Bachelor's,m,other,1,24,0.0,1,0,47,0,0,medium,1,0.02702702702702703
45661,Technology,region_2,Master's & above,f,referred,1,33,4.0,6,0,79,0,0,high,2,0.16216216216216217
71000,Technology,region_2,Below Secondary,m,sourcing,1,24,0.0,1,0,81,1,0,very_high,0,0.02702702702702703
22964,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,3.0,3,0,48,0,0,medium,1,0.08108108108108109
37425,Operations,region_4,Master's & above,f,other,1,33,3.0,4,0,56,0,0,medium,2,0.10810810810810811
39225,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,4.0,3,0,48,0,0,medium,1,0.08108108108108109
20763,Procurement,region_13,Bachelor's,m,other,1,34,4.0,4,0,66,0,0,high,1,0.10810810810810811
58108,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,5.0,6,1,46,1,1,medium,1,0.16216216216216217
60596,Analytics,region_22,Bachelor's,m,sourcing,3,30,4.0,2,0,85,0,0,very_high,1,0.05405405405405406
17149,Operations,region_31,Bachelor's,m,sourcing,3,30,3.0,5,0,61,0,0,high,1,0.13513513513513514
55177,Procurement,region_17,Master's & above,f,other,1,48,3.0,15,0,66,0,0,high,2,0.40540540540540543
26034,Procurement,region_11,Bachelor's,f,other,1,31,5.0,5,0,67,0,0,high,1,0.13513513513513514
25818,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,4.0,3,0,50,0,0,medium,1,0.08108108108108109
3973,Procurement,region_7,Bachelor's,m,other,1,32,3.0,10,0,71,0,0,high,1,0.2702702702702703
78146,Sales & Marketing,region_2,Bachelor's,m,other,1,20,0.0,1,0,48,0,0,medium,1,0.02702702702702703
18429,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,40,3.0,6,0,50,0,0,medium,1,0.16216216216216217
24656,R&D,region_11,Master's & above,m,other,1,30,3.0,5,0,83,0,0,very_high,2,0.13513513513513514
26184,Procurement,region_2,Master's & above,f,sourcing,1,49,3.0,10,0,76,0,0,high,2,0.2702702702702703
3475,Analytics,region_2,Bachelor's,m,other,2,60,3.0,15,0,87,0,0,very_high,1,0.40540540540540543
26113,Procurement,region_4,Bachelor's,m,other,1,28,0.0,1,0,67,0,0,high,1,0.02702702702702703
8607,Operations,region_13,Bachelor's,m,sourcing,1,38,5.0,8,0,62,1,0,high,1,0.21621621621621623
49355,Legal,region_7,Below Secondary,m,other,1,26,0.0,1,0,62,0,0,high,0,0.02702702702702703
37356,Operations,region_7,Master's & above,m,other,1,39,3.0,10,0,54,0,0,medium,2,0.2702702702702703
62128,Legal,region_20,Bachelor's,m,sourcing,1,29,3.0,2,0,56,0,0,medium,1,0.05405405405405406
71991,Technology,region_2,Master's & above,m,sourcing,1,38,1.0,7,0,79,0,0,high,2,0.1891891891891892
27768,Operations,region_15,Bachelor's,m,referred,1,32,4.0,7,0,59,0,0,medium,1,0.1891891891891892
14444,Sales & Marketing,region_12,Bachelor's,f,other,1,26,5.0,3,0,51,0,0,medium,1,0.08108108108108109
75109,Analytics,region_7,Bachelor's,m,other,1,35,4.0,4,0,86,0,0,very_high,1,0.10810810810810811
14699,Operations,region_12,Bachelor's,m,sourcing,1,28,5.0,2,0,60,0,0,medium,1,0.05405405405405406
37243,Procurement,region_10,Bachelor's,m,sourcing,2,30,1.0,5,0,64,0,0,high,1,0.13513513513513514
41912,Technology,region_22,Bachelor's,m,sourcing,2,26,4.0,2,0,80,1,0,high,1,0.05405405405405406
45738,Sales & Marketing,region_22,Master's & above,m,other,1,44,2.0,7,0,53,0,0,medium,2,0.1891891891891892
6344,Operations,region_27,Bachelor's,m,sourcing,1,30,3.0,11,0,56,0,0,medium,1,0.2972972972972973
10700,Technology,region_31,Bachelor's,f,sourcing,1,29,0.0,1,0,78,0,0,high,1,0.02702702702702703
38487,Operations,region_22,Bachelor's,m,other,2,38,5.0,6,0,61,0,0,high,1,0.16216216216216217
48299,Analytics,region_22,Bachelor's,f,other,1,27,5.0,4,1,88,1,1,very_high,1,0.10810810810810811
27876,Operations,region_2,Bachelor's,m,referred,1,35,1.0,10,0,59,0,0,medium,1,0.2702702702702703
16411,Procurement,region_2,Below Secondary,m,sourcing,1,25,0.0,1,0,72,0,0,high,0,0.02702702702702703
15744,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,3.0,4,0,49,0,0,medium,1,0.10810810810810811
53120,Sales & Marketing,region_7,Bachelor's,m,other,1,50,4.0,18,0,53,0,0,medium,1,0.4864864864864865
48084,Technology,region_2,Master's & above,m,other,1,43,3.0,11,0,77,0,0,high,2,0.2972972972972973
39485,Sales & Marketing,region_27,Bachelor's,m,other,1,28,3.0,5,0,44,0,0,medium,1,0.13513513513513514
3359,Sales & Marketing,region_26,Bachelor's,m,other,1,32,5.0,8,0,45,0,0,medium,1,0.21621621621621623
43741,Sales & Marketing,region_24,Master's & above,m,other,1,33,4.0,6,0,45,0,0,medium,2,0.16216216216216217
24954,Sales & Marketing,region_13,Master's & above,m,other,1,44,2.0,8,0,50,0,0,medium,2,0.21621621621621623
44544,Analytics,region_22,Bachelor's,m,sourcing,1,30,3.0,6,0,84,0,0,very_high,1,0.16216216216216217
55956,HR,region_25,Bachelor's,f,other,1,26,4.0,5,0,52,1,0,medium,1,0.13513513513513514
33440,Sales & Marketing,region_2,Bachelor's,f,other,1,25,3.0,1,0,48,0,0,medium,1,0.02702702702702703
44224,Sales & Marketing,region_9,Bachelor's,m,other,2,28,3.0,2,0,49,0,0,medium,1,0.05405405405405406
4649,Procurement,region_30,Bachelor's,f,sourcing,1,28,4.0,8,0,66,0,0,high,1,0.21621621621621623
9738,Operations,region_28,Bachelor's,m,other,2,33,2.0,3,0,56,0,0,medium,1,0.08108108108108109
74192,Sales & Marketing,region_22,Bachelor's,m,other,1,55,2.0,7,0,48,0,0,medium,1,0.1891891891891892
42961,Procurement,region_2,Bachelor's,f,sourcing,1,43,4.0,5,0,64,0,0,high,1,0.13513513513513514
58790,Operations,region_23,Master's & above,m,sourcing,1,37,3.0,10,0,62,0,0,high,2,0.2702702702702703
37199,Technology,region_5,Bachelor's,m,other,1,30,0.0,1,0,79,0,0,high,1,0.02702702702702703
56885,Procurement,region_22,Bachelor's,m,sourcing,2,27,3.0,7,0,70,0,0,high,1,0.1891891891891892
30285,Technology,region_2,Master's & above,f,sourcing,1,57,3.0,24,0,80,0,0,high,2,0.6486486486486487
7837,Procurement,region_2,Master's & above,m,other,1,33,4.0,5,0,72,0,0,high,2,0.13513513513513514
68758,Procurement,region_23,Master's & above,m,other,1,35,5.0,4,1,70,0,1,high,2,0.10810810810810811
44382,Sales & Marketing,region_23,Bachelor's,m,other,1,38,5.0,5,0,55,0,0,medium,1,0.13513513513513514
41288,Sales & Marketing,region_28,Bachelor's,m,other,1,30,0.0,1,0,49,0,0,medium,1,0.02702702702702703
41441,Procurement,region_5,Bachelor's,f,other,1,31,4.0,4,0,70,0,0,high,1,0.10810810810810811
49370,Procurement,region_14,Bachelor's,m,other,1,37,5.0,11,0,71,0,0,high,1,0.2972972972972973
1525,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,4.0,3,1,47,0,1,medium,1,0.08108108108108109
11835,Sales & Marketing,region_15,Master's & above,m,sourcing,1,37,3.0,8,0,49,0,0,medium,2,0.21621621621621623
76149,HR,region_25,Master's & above,f,sourcing,1,32,5.0,8,0,46,0,0,medium,2,0.21621621621621623
37417,Operations,region_22,Bachelor's,m,sourcing,1,30,5.0,5,0,58,0,0,medium,1,0.13513513513513514
23396,R&D,region_15,Bachelor's,m,other,1,32,3.0,3,0,90,0,0,very_high,1,0.08108108108108109
52321,Operations,region_13,Bachelor's,m,sourcing,1,50,5.0,21,0,58,0,0,medium,1,0.5675675675675675
2346,Operations,region_31,Bachelor's,m,sourcing,1,28,1.0,3,0,65,0,0,high,1,0.08108108108108109
35452,Sales & Marketing,region_2,Master's & above,m,other,1,30,3.0,3,0,51,0,0,medium,2,0.08108108108108109
42109,Operations,region_2,Bachelor's,m,other,1,46,5.0,7,0,57,0,0,medium,1,0.1891891891891892
57019,Sales & Marketing,region_28,Bachelor's,m,other,1,37,4.0,3,0,51,0,0,medium,1,0.08108108108108109
13056,Analytics,region_22,Bachelor's,m,sourcing,1,29,4.0,4,0,89,0,0,very_high,1,0.10810810810810811
27883,Technology,region_5,Bachelor's,f,sourcing,1,30,3.0,4,0,75,0,0,high,1,0.10810810810810811
58254,Sales & Marketing,region_2,Bachelor's,f,other,1,37,3.0,3,0,50,0,0,medium,1,0.08108108108108109
17413,Operations,region_15,Master's & above,m,other,2,45,5.0,4,0,57,0,0,medium,2,0.10810810810810811
78046,Operations,region_2,Bachelor's,f,other,1,36,1.0,9,0,55,0,0,medium,1,0.24324324324324326
68166,Analytics,region_11,Bachelor's,m,sourcing,2,29,5.0,5,0,81,1,0,very_high,1,0.13513513513513514
19363,Sales & Marketing,region_3,Bachelor's,m,other,1,38,5.0,10,0,54,0,0,medium,1,0.2702702702702703
13242,Finance,region_22,Bachelor's,m,sourcing,2,28,0.0,1,1,90,1,1,very_high,1,0.02702702702702703
45336,Sales & Marketing,region_32,Bachelor's,f,other,1,28,4.0,6,0,53,0,0,medium,1,0.16216216216216217
13620,Operations,region_4,Bachelor's,f,sourcing,1,34,3.0,3,0,58,0,0,medium,1,0.08108108108108109
62885,Analytics,region_32,Bachelor's,m,other,1,33,3.0,5,0,83,0,0,very_high,1,0.13513513513513514
24313,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,47,1.0,7,0,53,0,0,medium,1,0.1891891891891892
77400,Analytics,region_6,Bachelor's,m,sourcing,1,29,3.0,3,0,85,0,0,very_high,1,0.08108108108108109
54853,Procurement,region_22,Master's & above,m,other,1,42,4.0,13,0,73,0,0,high,2,0.35135135135135137
13758,Operations,region_22,Bachelor's,f,sourcing,1,34,1.0,9,0,59,0,0,medium,1,0.24324324324324326
77299,Technology,region_2,Master's & above,f,sourcing,1,47,2.0,5,0,80,0,0,high,2,0.13513513513513514
35900,Operations,region_2,Master's & above,m,sourcing,1,42,4.0,8,0,59,0,0,medium,2,0.21621621621621623
5659,Analytics,region_22,Master's & above,m,other,2,34,3.0,9,0,83,0,0,very_high,2,0.24324324324324326
40852,Sales & Marketing,region_2,Master's & above,m,sourcing,2,40,1.0,11,0,51,0,0,medium,2,0.2972972972972973
32724,Sales & Marketing,region_12,Master's & above,m,other,1,35,3.0,7,0,53,0,0,medium,2,0.1891891891891892
8932,Procurement,region_10,Master's & above,m,other,1,33,4.0,3,0,69,0,0,high,2,0.08108108108108109
33965,Sales & Marketing,region_2,Bachelor's,m,other,2,39,2.0,3,0,53,0,0,medium,1,0.08108108108108109
57577,Finance,region_2,Bachelor's,m,sourcing,1,40,3.0,4,0,58,0,0,medium,1,0.10810810810810811
59150,Analytics,region_24,Master's & above,m,other,2,32,3.0,5,0,84,0,0,very_high,2,0.13513513513513514
2769,Analytics,region_22,Bachelor's,m,sourcing,2,31,5.0,3,0,87,0,0,very_high,1,0.08108108108108109
28216,Operations,region_30,Master's & above,f,other,1,39,5.0,10,0,57,0,0,medium,2,0.2702702702702703
21867,Legal,region_31,Bachelor's,m,sourcing,1,35,3.0,7,0,59,0,0,medium,1,0.1891891891891892
19542,Legal,region_2,Bachelor's,m,other,1,49,4.0,17,0,65,0,0,high,1,0.4594594594594595
73640,Procurement,region_16,Bachelor's,f,other,1,56,3.0,16,0,64,0,0,high,1,0.43243243243243246
58672,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,32,3.0,5,0,54,0,0,medium,1,0.13513513513513514
296,Procurement,region_2,Below Secondary,m,other,1,26,4.0,2,0,68,0,0,high,0,0.05405405405405406
65737,Procurement,region_28,Master's & above,m,sourcing,8,34,1.0,3,0,70,0,0,high,2,0.08108108108108109
55726,Sales & Marketing,region_16,Master's & above,f,sourcing,1,32,3.0,10,0,47,0,0,medium,2,0.2702702702702703
56682,Procurement,region_13,Bachelor's,f,other,1,31,4.0,8,0,69,0,0,high,1,0.21621621621621623
48186,R&D,region_31,Master's & above,m,other,1,28,0.0,1,0,86,0,0,very_high,2,0.02702702702702703
43419,Analytics,region_22,Bachelor's,m,sourcing,2,29,0.0,1,0,89,1,0,very_high,1,0.02702702702702703
42797,Operations,region_8,Bachelor's,f,other,1,36,3.0,7,0,58,0,0,medium,1,0.1891891891891892
23971,Procurement,region_7,Bachelor's,m,other,1,30,0.0,1,0,90,1,0,very_high,1,0.02702702702702703
70313,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,3.0,4,0,52,0,0,medium,1,0.10810810810810811
26920,Technology,region_2,Master's & above,m,other,1,46,5.0,3,0,83,0,0,very_high,2,0.08108108108108109
35743,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,3.0,2,0,50,0,0,medium,1,0.05405405405405406
62512,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,1.0,5,0,54,0,0,medium,2,0.13513513513513514
50584,Operations,region_2,Master's & above,f,sourcing,1,50,4.0,14,0,58,0,0,medium,2,0.3783783783783784
15549,Procurement,region_15,Bachelor's,m,other,1,29,3.0,5,0,69,0,0,high,1,0.13513513513513514
5267,Sales & Marketing,region_2,Master's & above,f,other,2,60,3.0,4,0,48,0,0,medium,2,0.10810810810810811
48124,Finance,region_26,Bachelor's,m,other,1,27,0.0,1,0,57,0,0,medium,1,0.02702702702702703
66791,Sales & Marketing,region_4,Master's & above,m,other,1,41,1.0,5,0,49,0,0,medium,2,0.13513513513513514
71058,Technology,region_24,Bachelor's,m,sourcing,1,29,5.0,5,0,82,1,0,very_high,1,0.13513513513513514
31509,R&D,region_26,Bachelor's,m,sourcing,2,28,3.0,3,0,92,0,0,very_high,1,0.08108108108108109
71487,Technology,region_22,Master's & above,m,other,2,31,4.0,4,0,79,0,0,high,2,0.10810810810810811
9460,Operations,region_11,Bachelor's,f,other,2,31,3.0,6,0,58,0,0,medium,1,0.16216216216216217
59790,Sales & Marketing,region_27,Bachelor's,m,other,1,31,2.0,7,0,51,0,0,medium,1,0.1891891891891892
53698,Operations,region_7,Bachelor's,m,sourcing,2,28,0.0,1,0,56,0,0,medium,1,0.02702702702702703
23925,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,30,5.0,6,0,46,0,0,medium,1,0.16216216216216217
30306,Finance,region_2,Bachelor's,m,other,2,36,5.0,9,0,59,0,0,medium,1,0.24324324324324326
34303,Technology,region_31,Bachelor's,m,other,1,32,4.0,4,0,80,0,0,high,1,0.10810810810810811
57692,Operations,region_7,Bachelor's,f,sourcing,1,44,4.0,13,0,57,0,0,medium,1,0.35135135135135137
52301,Sales & Marketing,region_16,Bachelor's,f,other,1,28,4.0,2,0,48,0,0,medium,1,0.05405405405405406
26329,Technology,region_31,Master's & above,f,sourcing,1,39,3.0,10,0,78,0,0,high,2,0.2702702702702703
55107,Procurement,region_2,Master's & above,f,other,5,52,3.0,15,0,74,0,0,high,2,0.40540540540540543
59323,Analytics,region_15,Bachelor's,m,other,1,29,3.0,3,0,89,0,0,very_high,1,0.08108108108108109
11543,Procurement,region_21,Bachelor's,m,other,2,37,3.0,2,0,66,0,0,high,1,0.05405405405405406
41250,Technology,region_23,Bachelor's,f,other,2,27,4.0,5,0,81,0,0,very_high,1,0.13513513513513514
48361,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,4.0,19,0,55,1,0,medium,1,0.5135135135135135
25197,Operations,region_31,Bachelor's,f,other,1,36,5.0,9,0,59,1,0,medium,1,0.24324324324324326
35475,Technology,region_15,Bachelor's,m,sourcing,1,35,3.0,10,0,81,0,0,very_high,1,0.2702702702702703
24430,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,41,4.0,4,0,51,0,0,medium,1,0.10810810810810811
66196,Technology,region_7,Bachelor's,m,sourcing,1,48,1.0,17,0,81,0,0,very_high,1,0.4594594594594595
39003,Procurement,region_22,Bachelor's,m,sourcing,1,34,2.0,7,0,70,0,0,high,1,0.1891891891891892
61941,Technology,region_13,Bachelor's,f,other,1,51,4.0,5,0,77,0,0,high,1,0.13513513513513514
35190,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,3.0,3,0,50,0,0,medium,1,0.08108108108108109
43385,Procurement,region_27,Bachelor's,f,sourcing,2,33,3.0,8,0,65,0,0,high,1,0.21621621621621623
64233,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,43,3.0,16,0,48,0,0,medium,1,0.43243243243243246
29286,Technology,region_2,Bachelor's,m,other,1,35,5.0,4,1,79,0,1,high,1,0.10810810810810811
75580,Sales & Marketing,region_16,Master's & above,m,other,1,45,3.0,3,0,47,0,0,medium,2,0.08108108108108109
64970,Operations,region_23,Bachelor's,f,sourcing,1,38,3.0,11,0,55,0,0,medium,1,0.2972972972972973
52446,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,25,2.0,4,0,53,0,0,medium,1,0.10810810810810811
66404,Sales & Marketing,region_25,Bachelor's,f,other,1,32,3.0,7,0,51,0,0,medium,1,0.1891891891891892
4044,Technology,region_5,Bachelor's,f,sourcing,1,37,3.0,8,0,83,0,0,very_high,1,0.21621621621621623
14158,Operations,region_7,Bachelor's,f,sourcing,1,40,4.0,14,0,61,0,0,high,1,0.3783783783783784
5413,Procurement,region_13,Bachelor's,f,sourcing,1,31,1.0,6,0,72,0,0,high,1,0.16216216216216217
66623,Sales & Marketing,region_22,Master's & above,m,sourcing,2,36,4.0,10,0,50,0,0,medium,2,0.2702702702702703
31318,R&D,region_26,Bachelor's,m,other,1,39,5.0,4,0,83,0,0,very_high,1,0.10810810810810811
43627,Operations,region_19,Bachelor's,m,sourcing,1,45,4.0,7,0,59,0,0,medium,1,0.1891891891891892
11655,Procurement,region_2,Bachelor's,m,sourcing,1,29,5.0,2,1,83,1,1,very_high,1,0.05405405405405406
40462,Operations,region_7,Bachelor's,f,other,1,34,5.0,4,0,59,0,0,medium,1,0.10810810810810811
64589,Sales & Marketing,region_23,Master's & above,m,other,1,49,3.0,6,0,51,0,0,medium,2,0.16216216216216217
3287,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5.0,7,0,48,0,0,medium,1,0.1891891891891892
48974,Operations,region_2,Bachelor's,m,other,2,57,4.0,3,1,59,1,1,medium,1,0.08108108108108109
8878,Analytics,region_22,Bachelor's,m,other,1,30,3.0,6,0,84,1,0,very_high,1,0.16216216216216217
14120,Sales & Marketing,region_2,Master's & above,m,other,1,33,1.0,6,0,46,0,0,medium,2,0.16216216216216217
63404,Analytics,region_7,Master's & above,m,other,1,35,5.0,10,0,86,0,0,very_high,2,0.2702702702702703
16146,Analytics,region_29,Bachelor's,m,other,2,29,3.0,4,0,85,0,0,very_high,1,0.10810810810810811
42849,Operations,region_13,Master's & above,m,sourcing,1,38,5.0,9,0,59,0,0,medium,2,0.24324324324324326
72589,Sales & Marketing,region_12,Bachelor's,m,other,2,27,4.0,2,0,50,0,0,medium,1,0.05405405405405406
66143,Operations,region_15,Bachelor's,m,referred,1,37,3.0,9,0,59,0,0,medium,1,0.24324324324324326
43047,Sales & Marketing,region_23,Master's & above,f,other,1,36,3.0,5,0,53,0,0,medium,2,0.13513513513513514
55592,Operations,region_27,Bachelor's,f,sourcing,1,28,5.0,4,0,62,0,0,high,1,0.10810810810810811
37314,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,28,1.0,3,0,53,0,0,medium,1,0.08108108108108109
11581,Operations,region_13,Bachelor's,f,sourcing,1,30,5.0,5,0,60,0,0,medium,1,0.13513513513513514
63988,Sales & Marketing,region_32,Bachelor's,m,other,4,29,0.0,1,0,50,0,0,medium,1,0.02702702702702703
16574,Sales & Marketing,region_2,Master's & above,m,other,1,46,4.0,7,0,50,1,0,medium,2,0.1891891891891892
49043,Operations,region_15,Bachelor's,m,sourcing,2,31,0.0,1,0,56,1,0,medium,1,0.02702702702702703
42156,Operations,region_22,Master's & above,f,other,1,39,3.0,8,0,59,0,0,medium,2,0.21621621621621623
67410,Analytics,region_7,Bachelor's,m,other,2,44,4.0,7,0,86,0,0,very_high,1,0.1891891891891892
15759,Sales & Marketing,region_1,Master's & above,m,other,1,45,3.0,3,0,53,0,0,medium,2,0.08108108108108109
3138,Operations,region_2,Bachelor's,m,sourcing,1,42,5.0,15,0,59,0,0,medium,1,0.40540540540540543
45892,Operations,region_2,Master's & above,f,referred,1,35,4.0,2,0,63,0,0,high,2,0.05405405405405406
47262,Procurement,region_22,Master's & above,m,sourcing,1,49,3.0,3,0,70,0,0,high,2,0.08108108108108109
41174,Technology,region_22,Master's & above,f,sourcing,1,33,4.0,5,0,79,0,0,high,2,0.13513513513513514
9845,Procurement,region_7,Bachelor's,f,sourcing,1,32,3.0,10,0,67,0,0,high,1,0.2702702702702703
65093,Procurement,region_16,Bachelor's,m,other,1,26,1.0,3,0,67,0,0,high,1,0.08108108108108109
75322,Sales & Marketing,region_16,Bachelor's,m,other,1,34,4.0,4,0,53,0,0,medium,1,0.10810810810810811
41814,Sales & Marketing,region_17,Master's & above,m,sourcing,1,43,1.0,16,0,54,0,0,medium,2,0.43243243243243246
586,Analytics,region_2,Bachelor's,m,other,1,30,1.0,6,0,86,0,0,very_high,1,0.16216216216216217
8758,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,43,5.0,2,0,47,0,0,medium,1,0.05405405405405406
27571,Sales & Marketing,region_15,Bachelor's,m,other,1,29,3.0,2,0,50,0,0,medium,1,0.05405405405405406
24252,Procurement,region_2,Bachelor's,m,other,1,35,3.0,4,0,70,0,0,high,1,0.10810810810810811
32554,Procurement,region_17,Master's & above,f,other,1,38,3.0,9,0,74,1,0,high,2,0.24324324324324326
12606,Technology,region_2,Master's & above,m,sourcing,2,37,4.0,4,0,85,0,0,very_high,2,0.10810810810810811
76464,Legal,region_22,Bachelor's,m,other,1,25,5.0,2,0,62,0,0,high,1,0.05405405405405406
63808,Analytics,region_2,Bachelor's,m,other,1,40,1.0,11,0,84,0,0,very_high,1,0.2972972972972973
46531,Procurement,region_5,Bachelor's,f,sourcing,1,33,5.0,5,0,70,0,0,high,1,0.13513513513513514
5465,Operations,region_7,Bachelor's,f,sourcing,2,27,5.0,4,0,62,0,0,high,1,0.10810810810810811
27154,HR,region_2,Bachelor's,m,other,1,60,4.0,20,0,48,0,0,medium,1,0.5405405405405406
34527,Operations,region_2,Bachelor's,m,other,1,43,3.0,17,0,59,0,0,medium,1,0.4594594594594595
19030,Finance,region_2,Bachelor's,m,other,1,34,5.0,4,0,58,0,0,medium,1,0.10810810810810811
17912,Operations,region_7,Bachelor's,m,other,1,48,5.0,8,0,63,0,0,high,1,0.21621621621621623
23829,Operations,region_28,Bachelor's,f,sourcing,1,34,2.0,3,0,60,0,0,medium,1,0.08108108108108109
52615,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,25,0.0,1,0,57,0,0,medium,1,0.02702702702702703
5241,Technology,region_29,Bachelor's,m,other,1,30,4.0,4,0,77,0,0,high,1,0.10810810810810811
42209,Sales & Marketing,region_29,Bachelor's,m,other,3,25,3.0,2,0,50,0,0,medium,1,0.05405405405405406
9435,Finance,region_13,Bachelor's,m,other,1,29,3.0,2,0,60,0,0,medium,1,0.05405405405405406
60360,Operations,region_2,Bachelor's,m,sourcing,1,35,5.0,7,0,63,0,0,high,1,0.1891891891891892
13786,Sales & Marketing,region_16,Bachelor's,f,other,1,31,4.0,4,0,55,0,0,medium,1,0.10810810810810811
51678,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35,3.0,9,0,51,0,0,medium,1,0.24324324324324326
36252,Operations,region_11,Bachelor's,f,sourcing,1,34,4.0,8,0,55,0,0,medium,1,0.21621621621621623
58423,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,25,0.0,1,0,52,1,0,medium,1,0.02702702702702703
33200,Sales & Marketing,region_13,Bachelor's,m,other,2,48,1.0,3,1,48,0,1,medium,1,0.08108108108108109
70870,Analytics,region_28,Bachelor's,m,other,2,31,4.0,3,0,82,0,0,very_high,1,0.08108108108108109
12935,Sales & Marketing,region_4,Master's & above,m,sourcing,1,41,3.0,3,0,53,0,0,medium,2,0.08108108108108109
61452,Sales & Marketing,region_27,Bachelor's,f,other,1,28,3.0,6,0,47,0,0,medium,1,0.16216216216216217
48431,Operations,region_7,Bachelor's,m,other,1,56,2.0,7,0,64,0,0,high,1,0.1891891891891892
14681,Sales & Marketing,region_7,Bachelor's,m,other,1,29,3.0,3,0,45,0,0,medium,1,0.08108108108108109
38767,Sales & Marketing,region_1,Master's & above,m,other,1,37,4.0,7,0,48,0,0,medium,2,0.1891891891891892
43641,Operations,region_15,Bachelor's,m,other,2,41,5.0,7,0,56,0,0,medium,1,0.1891891891891892
70784,Finance,region_2,Master's & above,m,sourcing,1,55,3.0,7,0,58,0,0,medium,2,0.1891891891891892
77837,HR,region_22,Bachelor's,m,referred,1,29,3.0,4,0,51,0,0,medium,1,0.10810810810810811
60918,Technology,region_13,Bachelor's,m,other,2,39,5.0,5,0,76,0,0,high,1,0.13513513513513514
35124,Operations,region_19,Bachelor's,m,other,2,32,4.0,6,0,64,0,0,high,1,0.16216216216216217
27358,Sales & Marketing,region_26,Bachelor's,m,other,4,31,3.0,7,0,52,0,0,medium,1,0.1891891891891892
16973,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,36,2.0,10,0,46,0,0,medium,1,0.2702702702702703
67040,Procurement,region_17,Bachelor's,f,other,1,50,3.0,11,0,72,0,0,high,1,0.2972972972972973
21952,Technology,region_7,Master's & above,m,other,1,33,4.0,4,0,91,1,0,very_high,2,0.10810810810810811
75738,Analytics,region_14,Bachelor's,m,other,1,33,5.0,6,0,84,1,0,very_high,1,0.16216216216216217
8205,Sales & Marketing,region_27,Bachelor's,m,other,2,31,2.0,2,0,49,0,0,medium,1,0.05405405405405406
15480,Operations,region_14,Bachelor's,f,other,1,27,0.0,1,0,58,0,0,medium,1,0.02702702702702703
31299,R&D,region_19,Bachelor's,m,other,1,36,5.0,4,0,91,0,0,very_high,1,0.10810810810810811
31545,Sales & Marketing,region_23,Master's & above,m,other,1,44,1.0,15,0,51,0,0,medium,2,0.40540540540540543
56252,Operations,region_2,Bachelor's,m,other,1,46,5.0,6,0,59,0,0,medium,1,0.16216216216216217
39184,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,46,3.0,19,0,45,0,0,medium,1,0.5135135135135135
